x,y
-1.681443973229492173e+01,6.584609850446321389e+01
-1.770536523280755148e+01,6.359600680021334540e+01
-1.859406370134505693e+01,6.129412367586468946e+01
-1.948203678392741622e+01,5.895764360296224282e+01
-2.037073249460416591e+01,5.660337172924216276e+01
-2.126153701567459464e+01,5.424754963071662672e+01
-2.215576681478045273e+01,5.190568910028326854e+01
-2.305466111174461830e+01,4.959241577514467281e+01
-2.395937472652138922e+01,4.732132429027481635e+01
-2.487097133798375381e+01,4.510484651154500568e+01
-2.579041718151533757e+01,4.295413425141518360e+01
-2.671857521150600689e+01,4.087895770400702844e+01
-2.765619975287173204e+01,3.888762065677999402e+01
-2.860393166365040329e+01,3.698689334493236913e+01
-2.956229402856143551e+01,3.518196361420775986e+01
-3.053168840117984573e+01,3.347640685023293372e+01
-3.151239161006294864e+01,3.187217492019115639e+01
-3.250455314179816924e+01,3.036960415789913270e+01
-3.350819311151735747e+01,2.896744220863338271e+01
-3.452320082895965214e+01,2.766289333772547465e+01
-3.554933396567049897e+01,2.645168159939542107e+01
-3.658621832640865534e+01,2.532813106183944640e+01
-3.763334822530655543e+01,2.428526209346731690e+01
-3.869008746480248817e+01,2.331490253552542669e+01
-3.975567091284689525e+01,2.240781242015465580e+01
-4.082920667138743198e+01,2.155382074206190879e+01
-4.190967882667168709e+01,2.074197265811608304e+01
-4.299595076948079964e+01,1.996068537379496988e+01
-4.408676907103037479e+01,1.919791087979910671e+01
-4.518076789796040771e+01,1.844130362736313700e+01
-4.627647394758950128e+01,1.767839117766235191e+01
-4.737231188244067681e+01,1.689674582982070561e+01
-4.846661024096428605e+01,1.608415522370408723e+01
-4.955760779940227678e+01,1.522878992800746012e+01
-5.064346035785316502e+01,1.431936606095798936e+01
-5.172224792183124009e+01,1.334530104981633869e+01
-5.279198224896090608e+01,1.229686071560607274e+01
-5.385061472892376599e+01,1.116529597022173625e+01
-5.489604456338115313e+01,9.942967533119031032e+00
-5.592612721134019438e+01,8.623457212821350026e+00
-5.693868306431772197e+01,7.201664452926097582e+00
-5.793150631468915179e+01,5.673887011424467275e+00
-5.890237397979441880e+01,4.037884824048951771e+00
-5.984905504371253215e+01,2.292926294988754776e+00
-6.076931967811074742e+01,4.398164594973419383e-01
-6.166094850322867416e+01,-1.519093329608583787e+00
-6.252174184987519823e+01,-3.579914328129673251e+00
-6.334952898328904070e+01,-5.737247862899572226e+00
-6.414217724985388713e+01,-7.984231041803731443e+00
-6.489760110795565140e+01,-1.031260021377640967e+01
-6.561377100472839174e+01,-1.271277147772799943e+01
-6.628872206104979625e+01,-1.517393734376554448e+01
-6.692056252791847726e+01,-1.768417846454336484e+01
-6.750748197826813168e+01,-2.023058918118219296e+01
-6.804775919934385797e+01,-2.279941546889584458e+01
-6.853976975198133914e+01,-2.537620372405485369e+01
-6.898199316448436491e+01,-2.794595870851131991e+01
-6.937301973028262125e+01,-3.049330886004015895e+01
-6.971155688016688146e+01,-3.300267709091843926e+01
-6.999643510163625137e+01,-3.545845513096938362e+01
-7.022661337974018636e+01,-3.784517942756679787e+01
-7.040118413575561362e+01,-4.014770659366192973e+01
-7.051937764209405657e+01,-4.235138639608518929e+01
-7.058056589397851610e+01,-4.444223030020872045e+01
-7.058426592065632121e+01,-4.640707363327514656e+01
-7.053014252121278105e+01,-4.823372949679574617e+01
-7.041801041241231474e+01,-4.991113264765218105e+01
-7.024783577840842952e+01,-5.142947167691556842e+01
-7.001973721462336187e+01,-5.278030794371424150e+01
-6.973398606058943017e+01,-5.395667986730820331e+01
-6.939100611906066263e+01,-5.495319134225191959e+01
-6.899137276123148865e+01,-5.576608321734275364e+01
-6.853581142043177010e+01,-5.639328696700536625e+01
-6.802519547919069964e+01,-5.683445988176057995e+01
-6.746054355706978356e+01,-5.709100131026107050e+01
-6.684301620914304465e+01,-5.716604969674978065e+01
-6.617391204744373567e+01,-5.706446037235378554e+01
-6.545466330008892442e+01,-5.679276427396969495e+01
-6.468683082512896476e+01,-5.635910797821873075e+01
-6.387209859843537885e+01,-5.577317564766381963e+01
-6.301226769713260722e+01,-5.504609368984148432e+01
-6.210924980218435110e+01,-5.419031912439066900e+01
-6.116506024575551237e+01,-5.321951283747836214e+01
-6.018181063088072591e+01,-5.214839907376635608e+01
-5.916170105276877678e+01,-5.099261267241772799e+01
-5.810701195275245112e+01,-4.976853569334446803e+01
-5.702009563745061627e+01,-4.849312520148396288e+01
-5.590336749713380016e+01,-4.718373407898538829e+01
-5.475929695857379897e+01,-4.585792681663673420e+01
-5.359039820880332883e+01,-4.453329229574264048e+01
-5.239922072721177670e+01,-4.322725560928522981e+01
-5.118833966425010118e+01,-4.195689098613021883e+01
-4.996034610571199153e+01,-4.073873787409068115e+01
-4.871783726209414311e+01,-3.958862220690174638e+01
-4.746340662291290613e+01,-3.852148482691090692e+01
-4.619963411607007231e+01,-3.755121896012818894e+01
-4.492907631241004651e+01,-3.669051854402145807e+01
-4.365425671550032405e+01,-3.595073909213980556e+01
-4.237765617639161064e+01,-3.534177264457695600e+01
-4.110170347267794710e+01,-3.487193820092940655e+01
-3.982876609058030937e+01,-3.454788886444340790e+01
-3.856114124802300580e+01,-3.437453674432870088e+01
-3.730104719576259242e+01,-3.435499646975187460e+01
-3.605061483256794475e+01,-3.449054796594533201e+01
-3.481187966924166943e+01,-3.478061893242270486e+01
-3.358677417492237538e+01,-3.522278724780802150e+01
-3.237712053761848097e+01,-3.581280330764339226e+01
-3.118462386930577424e+01,-3.654463208315574008e+01
-3.001086588417466317e+01,-3.741051447275543751e+01
-2.885729907675093742e+01,-3.840104730640040742e+01
-2.772524142464068575e+01,-3.950528115823277631e+01
-2.661587163857320704e+01,-4.071083492735266418e+01
-2.553022498024474629e+01,-4.200402596239781872e+01
-2.446918966620870606e+01,-4.337001433479302648e+01
-2.343350387372466770e+01,-4.479295971001064913e+01
-2.242375336207673797e+01,-4.625618912766792334e+01
-2.144036972041205047e+01,-4.774237388131457749e+01
-2.048362925064246554e+01,-4.923371358866430114e+01
-1.955365249140717054e+01,-5.071212546390619025e+01
-1.865040438651912780e+01,-5.215943674647403583e+01
-1.777369509872818298e+01,-5.355757820588986107e+01
-1.692318146703348702e+01,-5.488877663041533594e+01
-1.609836910318349368e+01,-5.613574421837515160e+01
-1.529861512041927973e+01,-5.728186282503359195e+01
-1.452313148495993644e+01,-5.831136107443684580e+01
-1.377098897820448897e+01,-5.920948242404828932e+01
-1.304112175514585203e+01,-5.996264236943378023e+01
-1.233233248206842703e+01,-6.055857309559672075e+01
-1.164329803423979826e+01,-6.098645401949514877e+01
-1.097257573202162462e+01,-6.123702682326696589e+01
-1.031861009161939435e+01,-6.130269374802419691e+01
-9.679740064581375592e+00,-6.117759810186808522e+01
-9.054206738144538136e+00,-6.085768613098434798e+01
-8.440161466622765118e+00,-6.034074960714091418e+01
-7.835674402247978954e+00,-5.962644869636363865e+01
-7.238743392210502670e+00,-5.871631488966426815e+01
-6.647303207113758994e+00,-5.761373399504984860e+01
-6.059235064664013848e+00,-5.632390940823592018e+01
-5.472376411160852605e+00,-5.485380609509772398e+01
-4.884530922250078788e+00,-5.321207592954669252e+01
-4.293478683446824817e+00,-5.140896523387830541e+01
-3.696986510139354642e+00,-4.945620556245643229e+01
-3.092818366146440567e+00,-4.736688895173968916e+01
-2.478745839423891262e+00,-4.515532902810031857e+01
-1.852558633206220717e+00,-4.283690951778980605e+01
-1.212075030721536217e+00,-4.042792183907307901e+01
-5.551522916378028860e-01,-3.794539357349475495e+01
1.203030614133608900e-01,-3.540690971018826616e+01
8.163251075393347378e-01,-3.283042863300060787e+01
1.534878584301655913e+00,-3.023409487419676367e+01
2.277849176549549881e+00,-2.763605069001624770e+01
3.047034076641989664e+00,-2.505424852205006658e+01
3.844132854326949733e+00,-2.250626639424992348e+01
4.670738673403088015e+00,-2.000912825848177334e+01
5.528329890987457418e+00,-1.757913124239771818e+01
6.418262073772561749e+00,-1.523168167264469730e+01
7.341760464078856074e+00,-1.298114164499716239e+01
8.299912926795029122e+00,-1.084068779204336508e+01
9.293663406464350629e+00,-8.822183759923845514e+00
1.032380592182166978e+01,-6.936067749885777900e+00
1.139097912301950899e+01,-5.191256309837704919e+00
1.249566143461873935e+01,-3.595065377556778685e+00
1.363816680515759927e+01,-2.153149382802883594e+00
1.481864108176702821e+01,-8.694590124825989363e-01
1.603705902588627197e+01,2.537819665385612211e-01
1.729322198363830410e+01,1.216080645994244591e+00
1.858675622189139176e+01,2.018659710498623028e+00
1.991711193843997663e+01,2.664423216517558757e+00
2.128356295211517235e+01,3.157903876510411934e+00
2.268520707598884201e+01,3.505192514777280444e+00
2.412096717416744696e+01,3.713850559832343023e+00
2.558959290000593967e+01,3.792806626442076556e+00
2.708966311090903645e+01,3.752238416709999580e+00
2.861958895223977706e+01,3.603441331806629400e+00
3.017761760024048101e+01,3.358685332316929895e+00
3.176183665128693079e+01,3.031061714093092885e+00
3.337017914226266413e+01,2.634321576522228536e+00
3.500042918437149808e+01,2.182707850026787355e+00
2.000000000000000000e+01,2.000000000000000000e+01
3.500042918437149808e+01,2.182707850026787355e+00
3.608555735933272501e+01,1.862159456850512873e+00
3.717846988647600170e+01,1.528311579782999807e+00
3.827843455923846250e+01,1.185378059196175116e+00
3.938469538140136450e+01,8.375563393365577092e-01
4.049647355389839731e+01,4.890058633243121733e-01
4.161296850187090968e+01,1.438267500497030227e-01
4.273335894032988591e+01,-1.939611413286899122e-01
4.385680397671421105e+01,-5.204386556092028826e-01
4.498244424857178814e+01,-8.318071933628470305e-01
4.610940309453356178e+01,-1.124407872246532492e+00
4.723678775668703622e+01,-1.394739903230982847e+00
4.836369061240885969e+01,-1.639478091139782379e+00
4.948919043366053927e+01,-1.855489373317771751e+00
5.061235367170426969e+01,-2.039848315083016672e+00
5.173223576515732702e+01,-2.189851485859051650e+00
5.284788246925418065e+01,-2.303030645489783979e+00
5.395833120415834117e+01,-2.377164676193817883e+00
5.506261242012686097e+01,-2.410290201881750249e+00
5.615975097730085963e+01,-2.400710843113390780e+00
5.724876753787625461e+01,-2.347005062772854700e+00
5.832867996837821778e+01,-2.248032564564745428e+00
5.939850474975285266e+01,-2.102939213639322347e+00
6.045725839297196558e+01,-1.911160456011341324e+00
6.150395885783501626e+01,-1.672423220906436470e+00
6.253762697265239012e+01,-1.386746297713720821e+00
6.355728785248418689e+01,-1.054439186810052220e+00
6.456197231361801414e+01,-6.760994311076622409e-01
6.555071828196793149e+01,-2.526084427323329606e-01
6.652257219309319680e+01,2.148741532795650500e-01
6.747659038154375821e+01,7.249176290030128200e-01
6.841184045725837848e+01,1.275828680870342069e+00
6.932740266676540841e+01,1.865661330598848977e+00
7.022237123695721550e+01,2.492228149417833549e+00
7.109585569923956427e+01,3.153112748623488670e+00
7.194698219189356792e+01,3.845683473180393719e+00
7.277489473851630919e+01,4.567108229088006510e+00
7.357875650045600935e+01,5.314370369569765273e+00
7.435775100119158765e+01,6.084285559850010294e+00
7.511108332066083904e+01,6.873519535385166357e+00
7.583798125758808339e+01,7.678606663932947107e+00
7.653769645791533094e+01,8.495969217798773343e+00
7.720950550750136188e+01,9.321937259021877864e+00
7.785271098730869710e+01,1.015276903714668677e+01
7.846664248936532715e+01,1.098467179662196180e+01
7.905065759185137608e+01,1.181382288875357567e+01
7.960414279173023999e+01,1.263639108154303159e+01
8.012651439341625803e+01,1.344855795968141443e+01
8.061721935204266742e+01,1.424653930641543198e+01
8.107573606997233640e+01,1.502660635900347685e+01
8.150157514527043645e+01,1.578510682999523596e+01
8.189428007093937367e+01,1.651848558762220875e+01
8.225342788380103798e+01,1.722330489016301769e+01
8.257862976199203331e+01,1.789626407124245588e+01
8.286953157012855797e+01,1.853421857562027952e+01
8.312581435128210217e+01,1.913419824812584125e+01
8.334719476499753910e+01,1.969342478196625024e+01
8.353342547067703094e+01,2.020932823667616063e+01
8.368429545574275608e+01,2.067956254045536468e+01
8.379963030808593771e+01,2.110201989654757071e+01
8.387929243240256483e+01,2.147484401860784686e+01
8.392318121010960397e+01,2.179644212568375039e+01
8.393123310263193559e+01,2.206549563345035025e+01
8.390342169794310223e+01,2.228096948466978233e+01
8.383975770033926267e+01,2.244212006846836260e+01
8.374028886352127188e+01,2.254850168489045359e+01
8.360509986715283048e+01,2.259997151827885986e+01
8.343431213715945205e+01,2.259669309030924467e+01
8.322808361012542377e+01,2.253913817092753646e+01
8.298660844224025368e+01,2.242808713297928591e+01
8.271011666333782841e+01,2.226462774393673527e+01
8.239887377666453006e+01,2.205015239578375130e+01
8.205318030510083815e+01,2.178635378177811077e+01
8.167337128465297269e+01,2.147521903643730568e+01
8.125981570611546090e+01,2.111902236264366195e+01
8.081291590589512452e+01,2.072031617721484054e+01
8.033310690706859702e+01,2.028192081358233878e+01
7.982085571182918216e+01,1.980691282734499481e+01
7.927666054655989569e+01,1.929861195737023394e+01
7.870105006084639854e+01,1.876056680177408253e+01
7.809458248182031070e+01,1.819653927448855057e+01
7.745784472529783216e+01,1.761048791419383974e+01
7.679145146524730592e+01,1.700655012311235481e+01
7.609604416319061215e+01,1.638902341852292821e+01
7.537229005920582381e+01,1.576234578480768356e+01
7.462088112626447867e+01,1.513107521838793801e+01
7.384253298969287016e+01,1.449986856200141538e+01
7.303798381360617498e+01,1.387345972840670427e+01
7.220799315621709979e+01,1.325663741676068241e+01
7.135334079596837853e+01,1.265422242756736004e+01
7.047482553048808995e+01,1.207104468425235844e+01
6.957326395040975342e+01,1.151192007104446979e+01
6.864948919013448858e+01,1.098162719794934539e+01
6.770434965765663549e+01,1.048488420416797418e+01
6.673870774559685515e+01,1.002632571134606110e+01
6.575343852562501468e+01,9.610480037533269737e+00
6.474942842847251256e+01,9.241746781691968948e+00
6.372757391175846209e+01,8.924374887022752389e+00
6.268878011787278126e+01,8.662441289282137191e+00
6.163395952416814794e+01,8.459830253655031385e+00
6.056403058772583847e+01,8.320213500641834514e+00
5.947991638696692718e+01,8.247031217818390658e+00
5.838254326237730396e+01,8.243474050265456654e+00
5.727283945861908876e+01,8.312466157948708911e+00
5.615173377028871471e+01,8.456649423383808539e+00
5.502015419357853432e+01,8.678368887575551582e+00
5.387902658607828243e+01,8.979659486488387188e+00
5.272927333694003948e+01,9.362234154226941385e+00
5.157181204960841825e+01,9.827473352699509945e+00
5.040755423928850831e+01,1.037641608084357259e+01
4.923740404729991837e+01,1.100975240953332346e+01
4.806225697443175449e+01,1.172781758110669337e+01
4.688299863537241663e+01,1.253058770507506914e+01
4.570050353625750006e+01,1.341767707404122589e+01
4.451563387732498001e+01,1.438833711620288192e+01
4.332923838263053540e+01,1.544145699307500941e+01
4.214215115871812145e+01,1.657556584328284544e+01
4.095519058409123403e+01,1.778883666548163234e+01
3.976915823127645666e+01,1.907909182568836925e+01
3.858483782320407585e+01,2.044381016661617068e+01
2.000000000000000000e+01,2.000000000000000000e+01
