x,y
1.767137703933045856e+01,5.437081091010142586e+01
1.732896972486157949e+01,5.501501112789617309e+01
1.698793340825353226e+01,5.565645101832622288e+01
1.664827744810069632e+01,5.629491384496033390e+01
1.631001084105835375e+01,5.693018376422858751e+01
1.597314222182869692e+01,5.756204592388876762e+01
1.563767986321833625e+01,5.819028656099945351e+01
1.530363167626710386e+01,5.881469309934949763e+01
1.497100521044839994e+01,5.943505424629355360e+01
1.463980765394005523e+01,6.005116008894669477e+01
1.431004583396683927e+01,6.066280218968604032e+01
1.398172621721351661e+01,6.126977368091343124e+01
1.365485491030862164e+01,6.187186935902942508e+01
1.332943766037881517e+01,6.246888577757162864e+01
1.300547985567352072e+01,6.306062133946983295e+01
1.268298652625974476e+01,6.364687638837072114e+01
1.236196234478676104e+01,6.422745329898656053e+01
1.204241162732053994e+01,6.480215656642123179e+01
1.172433833424761396e+01,6.537079289442866070e+01
1.140774607124811268e+01,6.593317128255904436e+01
1.109263809033772752e+01,6.648910311214828539e+01
1.077901729097838768e+01,6.703840223110735508e+01
1.046688622125715185e+01,6.758088503746886033e+01
1.015624707913347002e+01,6.811637056164741466e+01
9.847101713753593444e+00,6.864468054737452007e+01
9.539451626832926578e+00,6.916563953126428999e+01
9.233297974105198591e+00,6.967907492097192801e+01
8.928641566838265931e+00,7.018481707190434804e+01
8.625482873416370211e+00,7.068269936244497842e+01
8.323822020988206560e+00,7.117255826765450877e+01
8.023658797180594604e+00,7.165423343141027601e+01
7.724992651877215621e+00,7.212756773694874823e+01
7.427822699062106793e+00,7.259240737577476921e+01
7.132147718727379626e+00,7.304860191490374177e+01
6.837966158844801967e+00,7.349600436240271506e+01
6.545276137400579231e+00,7.393447123119757691e+01
6.254075444493476965e+00,7.436386260111434865e+01
5.964361544494607870e+00,7.478404217912429885e+01
5.676131578269799860e+00,7.519487735776198178e+01
5.389382365463069036e+00,7.559623927168760815e+01
5.104110406841012804e+00,7.598800285236566765e+01
4.820311886697592030e+00,7.637004688083275994e+01
4.537982675318662729e+00,7.674225403852828720e+01
4.257118331505846953e+00,7.710451095616332395e+01
3.977714105159060765e+00,7.745670826060339209e+01
3.699764939917198348e+00,7.779874061974213362e+01
3.423265475856256401e+00,7.813050678534422389e+01
3.148210052244520440e+00,7.845190963383646476e+01
2.874592710354036740e+00,7.876285620502703466e+01
2.602407196327791716e+00,7.906325773873506080e+01
2.331646964101870445e+00,7.935302970931169853e+01
2.062305178382424664e+00,7.963209185803728474e+01
1.794374717675881747e+00,7.990036822337876288e+01
1.527848177372735705e+00,8.015778716909305501e+01
1.262717872883632353e+00,8.040428141016344910e+01
9.989758428273027846e-01,8.063978803655690797e+01
7.366138522695013791e-01,8.086424853479159935e+01
4.756233960124003346e-01,8.107760880730485553e+01
2.159957019336742334e-01,8.127981918961297936e+01
-4.227826562540659694e-02,8.147083446525579120e+01
-2.992078024237061484e-01,8.165061387851943664e+01
-5.548024608364396926e-01,8.181912114493246690e+01
-8.090720463246023897e-01,8.197632445953138358e+01
-1.062026613858357393e+00,8.212219650289310380e+01
-1.313676464295043367e+00,8.225671444493227114e+01
-1.564032140713369934e+00,8.237985994646385279e+01
-1.813104424702734363e+00,8.249161915853085247e+01
-2.060904332610784095e+00,8.259198271950029380e+01
-2.307443111748233910e+00,8.268094574992935009e+01
-2.552732236552463618e+00,8.275850784520702064e+01
-2.796783404710691201e+00,8.282467306597615675e+01
-3.039608533243416844e+00,8.287944992634268715e+01
-3.281219754549060674e+00,8.292285137988005772e+01
-3.521629412410478999e+00,8.295489480343729838e+01
-3.760850057964320925e+00,8.297560197876140364e+01
-3.998894445634096684e+00,8.298499907194505454e+01
-4.235775529027708153e+00,8.298311661071164735e+01
-4.471506456800380391e+00,8.296998945955189697e+01
-4.706100568483765123e+00,8.294565679272609771e+01
-4.939571390282094576e+00,8.291016206514782994e+01
-5.171932630836669986e+00,8.286355298116617973e+01
-5.403198176958731835e+00,8.280588146126433458e+01
-5.633382089332406473e+00,8.273720360669344132e+01
-5.862498598188221166e+00,8.265757966206186325e+01
-6.090562098948170799e+00,8.256707397590125197e+01
-6.317587147843158668e+00,8.246575495923154620e+01
-6.543588457503977551e+00,8.235369504214762060e+01
-6.768580892526429693e+00,8.223097062845290850e+01
-6.992579465011738549e+00,8.209766204836444103e+01
-7.215599330082970830e+00,8.195385350931586288e+01
-7.437655781378612829e+00,8.179963304488609310e+01
-7.658764246524210506e+00,8.163509246188111490e+01
-7.878940282582522769e+00,8.146032728559907810e+01
-8.098199571484331116e+00,8.127543670330771874e+01
-8.316557915438963278e+00,8.108052350596672397e+01
-8.534031232327667027e+00,8.087569402822528275e+01
-8.750635551078886465e+00,8.066105808672922706e+01
-8.966387007027536882e+00,8.043672891677066161e+01
-9.181301837258901699e+00,8.020282310731479924e+01
-9.395396375937957956e+00,7.995946053443977064e+01
-9.608687049625244114e+00,7.970676429322567458e+01
-9.821190372580318240e+00,7.944486062812919158e+01
-1.003292294205359703e+01,7.917387886188289770e+01
-1.024390143356761307e+01,7.889395132295649660e+01
-1.045414259618858743e+01,7.860521327162057048e+01
-1.066366324778948460e+01,7.830780282465202902e+01
-1.087248027030538644e+01,7.800186087872204155e+01
-1.108061060498187089e+01,7.768753103250894299e+01
-1.128807124761810599e+01,7.736495950757641538e+01
-1.149487924380490611e+01,7.703429506806112670e+01
-1.170105168415895669e+01,7.669568893921282893e+01
-1.190660569955437253e+01,7.634929472482996005e+01
-1.211155845635228800e+01,7.599526832363650897e+01
-1.231592715162971707e+01,7.563376784464385594e+01
-1.251972900840838143e+01,7.526495352154387319e+01
-1.272298127088462927e+01,7.488898762617947114e+01
-1.292570119966143416e+01,7.450603438113765264e+01
-1.312790606698347950e+01,7.411625987151377615e+01
-1.332961315197608876e+01,7.371983195589295690e+01
-1.353083973588916322e+01,7.331692017659672445e+01
-1.373160309734693563e+01,7.290769566924363687e+01
-1.393192050760509026e+01,7.249233107166986656e+01
-1.413180922581485532e+01,7.207100043226263608e+01
-1.433128649429679058e+01,7.164387911775020257e+01
-1.453036953382379082e+01,7.121114372050234920e+01
-1.472907553891504051e+01,7.077297196538782487e+01
-1.492742167314153612e+01,7.032954261623939374e+01
-1.512542506444432178e+01,6.988103538197668740e+01
-1.532310280046629813e+01,6.942763082243557449e+01
-1.552047192389854047e+01,6.896951025395576096e+01
-1.571754942784194498e+01,6.850685565477553496e+01
-1.591435225118557462e+01,6.803984957028430358e+01
-1.611089727400211302e+01,6.756867501818346966e+01
-1.630720131296159892e+01,6.709351539360571337e+01
-1.650328111676455833e+01,6.661455437424282877e+01
-1.669915336159476738e+01,6.613197582553314646e+01
-1.689483464659388900e+01,6.564596370595705821e+01
-1.709034148935710107e+01,6.515670197249320950e+01
-1.728569032145232498e+01,6.466437448628293794e+01
-1.748089748396284193e+01,6.416916491855441507e+01
-1.767597922305465374e+01,6.367125665685548341e+01
-1.787095168556940905e+01,6.317083271164480607e+01
-1.806583091464374746e+01,6.266807562329054093e+01
-1.826063284535607423e+01,6.216316736952554578e+01
-1.845537330040139423e+01,6.165628927340796395e+01
-1.865006798579519653e+01,6.114762191183553597e+01
-1.884473248660749789e+01,6.063734502466154197e+01
-1.903938226272748935e+01,6.012563742446032933e+01
-1.923403264465968476e+01,5.961267690699035882e+01
-1.942869882935316284e+01,5.909864016239947659e+01
-1.962339587606313884e+01,5.858370268722303109e+01
-1.981813870224779706e+01,5.806803869721603917e+01
-2.001294207949922921e+01,5.755182104106899033e+01
-2.020782062951071367e+01,5.703522111505012759e+01
-2.040278882008031758e+01,5.651840877861975088e+01
-2.059786096115199072e+01,5.600155227105994982e+01
-2.079305120089489378e+01,5.548481812916388378e+01
-2.098837352182160743e+01,5.496837110602680099e+01
-2.118384173694625616e+01,5.445237409098139381e+01
-2.137946948598311536e+01,5.393698803071905701e+01
-2.157527023158629476e+01,5.342237185163774171e+01
-2.177125725563183067e+01,5.290868238345734653e+01
-2.196744365554243927e+01,5.239607428414021228e+01
-2.216384234065543879e+01,5.188469996615923208e+01
-2.236046602863567756e+01,5.137470952414660985e+01
-2.255732724193245531e+01,5.086625066396597816e+01
-2.275443830428308800e+01,5.035946863323939482e+01
-2.295181133726212153e+01,4.985450615336849722e+01
-2.314945825687802738e+01,4.935150335308299674e+01
-2.334739077021736620e+01,4.885059770355078967e+01
-2.354562037213758430e+01,4.835192395508299512e+01
-2.374415834200867081e+01,4.785561407546622092e+01
-2.394301574050465220e+01,4.736179718995310850e+01
-2.414220340644549978e+01,4.687059952294215037e+01
-2.434173195368984111e+01,4.638214434137578479e+01
-2.454161176807935618e+01,4.589655189988555151e+01
-2.474185300443539148e+01,4.541393938771257410e+01
-2.494246558360858756e+01,4.493442087742789681e+01
-2.514345918958131421e+01,4.445810727548217045e+01
-2.534484326662467879e+01,4.398510627460472477e+01
-2.554662701650985213e+01,4.351552230807951105e+01
-2.574881939577435830e+01,4.304945650591837847e+01
-2.595142911304406752e+01,4.258700665295403098e+01
-2.615446462641147463e+01,4.212826714887314949e+01
-2.635793414087044795e+01,4.167332897020890670e+01
-2.656184560580824439e+01,4.122227963431154762e+01
-2.676620671255531647e+01,4.077520316531416711e+01
-2.697102489199301090e+01,4.033218006211004791e+01
-2.717630731222025275e+01,3.989328726835650230e+01
-2.738206087627887442e+01,3.945859814451989678e+01
-2.758829221993917002e+01,3.902818244197286646e+01
-2.779500770954450317e+01,3.860210627915914472e+01
-2.800221343991733747e+01,3.818043211983172114e+01
-2.820991523232512321e+01,3.776321875337933420e+01
-2.841811863250815406e+01,3.735052127724446080e+01
-2.862682890876865116e+01,3.694239108144431327e+01
-2.883605105012186698e+01,3.653887583519838245e+01
-2.904578976450955707e+01,3.614001947566836748e+01
-2.925604947707626735e+01,3.574586219881459215e+01
-2.946683432850839068e+01,3.535644045237102517e+01
-2.967814817343682066e+01,3.497178693094062396e+01
-2.988999457890318823e+01,3.459193057321166975e+01
-3.010237682288990513e+01,3.421689656129382939e+01
-3.031529789291485244e+01,3.384670632217245156e+01
-3.052876048468996828e+01,3.348137753127799954e+01
-3.074276700084549674e+01,3.312092411816539794e+01
-3.095731954971822475e+01,3.276535627430040165e+01
-3.117241994420588469e+01,3.241468046294304628e+01
-3.138806970068655033e+01,3.206889943112368258e+01
-3.160427003800381129e+01,3.172801222370075891e+01
-3.182102187651791070e+01,3.139201419949174721e+01
-3.203832583722294913e+01,3.106089704946528940e+01
-3.225618224093013708e+01,3.073464881698265216e+01
-3.247459110751772471e+01,3.041325392007597372e+01
-3.269355215524724656e+01,3.009669317574777025e+01
-3.291306480014648628e+01,2.978494382627714288e+01
-3.313312815545925361e+01,2.947797956751583826e+01
-3.335374103116178901e+01,2.917577057915679362e+01
-3.357490193354681196e+01,2.887828355695573634e+01
-3.379660906487346494e+01,2.858548174688782240e+01
-3.401886032308566854e+01,2.829732498121606454e+01
-3.424165330159629406e+01,2.801376971645277081e+01
-3.446498528913971882e+01,2.773476907318799789e+01
-3.468885326969069638e+01,2.746027287776396975e+01
-3.491325392245086334e+01,2.719022770576870229e+01
-3.513818362190227163e+01,2.692457692732457630e+01
-3.536363843792814521e+01,2.666326075414379204e+01
-3.558961413600082579e+01,2.640621628832353451e+01
-3.581610617743664449e+01,2.615337757285286102e+01
-3.604310971971798949e+01,2.590467564380050902e+01
-3.627061961688224301e+01,2.566003858415418293e+01
-3.649863041997762281e+01,2.541939157927939164e+01
-3.672713637758558036e+01,2.518265697396606839e+01
-3.695613143641043763e+01,2.494975433102919737e+01
-3.718560924193461403e+01,2.472060049143079752e+01
-3.741556313914115606e+01,2.449510963588702595e+01
-3.764598617330187835e+01,2.427319334792598582e+01
-3.787687109083182690e+01,2.405476067835963150e+01
-3.810821034020951714e+01,2.383971821113258471e+01
-3.833999607296293988e+01,2.362797013050997919e+01
-3.857222014472093718e+01,2.341941828956681348e+01
-3.880487411632989136e+01,2.321396227993810513e+01
-3.903794925503540725e+01,2.301149950279077672e+01
-3.927143653572873916e+01,2.281192524097746599e+01
-3.950532664225789858e+01,2.261513273232952059e+01
-3.973960996880246910e+01,2.242101324404903551e+01
-3.997427662131338622e+01,2.222945614815599669e+01
-4.020931641901503184e+01,2.204034899794943669e+01
-4.044471889597204495e+01,2.185357760543762140e+01
-4.068047330271784290e+01,2.166902611969421599e+01
-4.091656860794693529e+01,2.148657710609566607e+01
-4.115299350026887737e+01,2.130611162639489464e+01
-4.138973639002441018e+01,2.112750931958611389e+01
-4.162678541116319764e+01,2.095064848351499265e+01
-4.186412842318281236e+01,2.077540615718754680e+01
-4.210175301312837348e+01,2.060165820373250156e+01
-4.233964649765272270e+01,2.042927939396869874e+01
-4.257779592513661271e+01,2.025814349053109353e+01
-4.281618807786819048e+01,2.008812333250866899e+01
-4.305480947428192451e+01,1.991909092054491737e+01
-4.329364637125565451e+01,1.975091750235457866e+01
-4.353268476646670138e+01,1.958347365860673150e+01
-4.377191040080440843e+01,1.941662938912789826e+01
-4.401130876084096855e+01,1.925025419937512794e+01
-4.425086508135844809e+01,1.908421718713045223e+01
-4.449056434793189396e+01,1.891838712936939615e+01
-4.473039129956832483e+01,1.875263256925284949e+01
-4.497033043140064024e+01,1.858682190319461824e+01
-4.521036599743619178e+01,1.842082346795555736e+01
-4.545048201335934124e+01,1.825450562771465002e+01
-4.569066225938723136e+01,1.808773686106973955e+01
-4.593089028317864830e+01,1.792038584791714939e+01
-4.617114940279515878e+01,1.775232155616251362e+01
-4.641142270971322148e+01,1.758341332821490965e+01
-4.665169307188867265e+01,1.741353096721337934e+01
-4.689194313686983406e+01,1.724254482294076141e+01
-4.713215533496219933e+01,1.707032587737325002e+01
-4.737231188244067681e+01,1.689674582982070561e+01
-4.761239478481135734e+01,1.672167718160816818e+01
-4.785238584012067520e+01,1.654499332025134706e+01
-4.809226664231157855e+01,1.636656860308005434e+01
-4.833201858462646072e+01,1.618627844026116946e+01
-4.857162286305556620e+01,1.600399937717570253e+01
-4.881106047983061558e+01,1.581960917610355821e+01
-4.905031224696276837e+01,1.563298689716977208e+01
-4.928935878982403551e+01,1.544401297850803267e+01
-4.952818055077179338e+01,1.525256931559522222e+01
-4.976675779281544010e+01,1.505853933971313374e+01
-5.000507060332407860e+01,1.486180809549445669e+01
-5.024309889777573090e+01,1.466226231750700215e+01
-5.048082242354522720e+01,1.445979050583675374e+01
-5.071822076373247512e+01,1.425428300062373310e+01
-5.095527334102814621e+01,1.404563205551233374e+01
-5.119195942161737634e+01,1.383373190997246738e+01
-5.142825811912018708e+01,1.361847886045200440e+01
-5.166414839856774677e+01,1.339977133032116896e+01
-5.189960908041392429e+01,1.317750993856846264e+01
-5.213461884458111228e+01,1.295159756721058208e+01
-5.236915623453967328e+01,1.272193942737818873e+01
-5.260319966142009207e+01,1.248844312404027868e+01
-5.283672740815676150e+01,1.225101871933157582e+01
-5.306971763366303207e+01,1.200957879444646181e+01
-5.330214837703665864e+01,1.176403851006506329e+01
-5.353399756179366875e+01,1.151431566527861072e+01
-5.376524300013215907e+01,1.126033075497844749e+01
-5.399586239722196268e+01,1.100200702567993005e+01
-5.422583335552273809e+01,1.073927052974611485e+01
-5.445513337912660745e+01,1.047205017798403226e+01
-5.468373987812645254e+01,1.020027779058169060e+01
-5.491163017300821991e+01,9.923888146358006423e+00
-5.513878149906609849e+01,9.642819030298221961e+00
-5.536517101084045578e+01,9.357011279347196009e+00
-5.559077578657680618e+01,9.066408826435333523e+00
-5.581557283270544190e+01,8.770958742712103628e+00
-5.603953908834077424e+01,8.470611277963111974e+00
-5.626265142979897149e+01,8.165319899188231645e+00
-5.648488667513363737e+01,7.855041327318672550e+00
-5.670622158868857809e+01,7.539735572051510459e+00
-5.692663288566564006e+01,7.219365964783897027e+00
-5.714609723670854891e+01,6.893899189625265933e+00
-5.736459127250007839e+01,6.563305312472487607e+00
-5.758209158837276220e+01,6.227557808129716932e+00
-5.779857474893144342e+01,5.886633585458199036e+00
-5.801401729268738450e+01,5.540513010541060268e+00
-5.822839573670259483e+01,5.189179927849952634e+00
-5.844168658124333149e+01,4.832621679401386316e+00
-5.865386631444236798e+01,4.470829121891265245e+00
-5.886491141696844664e+01,4.103796641797808675e+00
-5.907479836670238882e+01,3.731522168443770937e+00
-5.928350364341871881e+01,3.354007185010628334e+00
-5.949100373347223325e+01,2.971256737496529965e+00
-5.969727513448746947e+01,2.583279441615376371e+00
-5.990229436005199659e+01,2.190087487628575857e+00
-6.010603794441033187e+01,1.791696643110656240e+00
-6.030848244715963347e+01,1.388126253642420593e+00
-6.050960445794468257e+01,9.793992414337022723e-01
-6.070938060115204848e+01,5.655421018742980976e-01
-6.090778754060197997e+01,1.465848980147921310e-01
-6.110480198423745435e+01,-2.774387470203780737e-01
-6.130040068880948212e+01,-7.064916596839676544e-01
-6.149456046455692615e+01,-1.140533127716590656e+00
-6.168725817988112681e+01,-1.579518913910980871e+00
-6.187847076601322982e+01,-2.023401271923004785e+00
-6.206817522167408185e+01,-2.472128964121445449e+00
-6.225634861772518036e+01,-2.925647281466646987e+00
-6.244296810181031532e+01,-3.383898065409788103e+00
-6.262801090298610518e+01,-3.846819731797548769e+00
-6.281145433634151942e+01,-4.314347296774267093e+00
-6.299327580760461132e+01,-4.786412404664083908e+00
-6.317345281773600618e+01,-5.262943357820496715e+00
-6.335196296750783063e+01,-5.743865148426779754e+00
-6.352878396206780565e+01,-6.229099492230375290e+00
-6.370389361548646434e+01,-6.718564864193732333e+00
-6.387726985528780688e+01,-7.212176536041935648e+00
-6.404889072696184371e+01,-7.709846615687450111e+00
-6.421873439845766995e+01,-8.211484088511076251e+00
-6.438677916465726980e+01,-8.716994860476424023e+00
-6.455300345182814681e+01,-9.226281803055289998e+00
-6.471738582205439627e+01,-9.739244799939699604e+00
-6.487990497764495501e+01,-1.025578079551445398e+01
-6.504053976551877270e+01,-1.077578384506756493e+01
-6.519926918156494366e+01,-1.129914516670503133e+01
-6.535607237497812605e+01,-1.182575319495004251e+01
-6.551092865256744346e+01,-1.235549363599057671e+01
-6.566381748303838606e+01,-1.288824952454993245e+01
-6.581471850124681566e+01,-1.342390128234792002e+01
-6.596361151242419396e+01,-1.396232677812054668e+01
-6.611047649637296786e+01,-1.450340138916745580e+01
-6.625529361163152942e+01,-1.504699806439161947e+01
-6.639804319960796875e+01,-1.559298738879883395e+01
-6.653870578868121299e+01,-1.614123764942165806e+01
-6.667726209826942352e+01,-1.669161490263095260e+01
-6.681369304286417332e+01,-1.724398304279979044e+01
-6.694797973603043317e+01,-1.779820387228285128e+01
-6.708010349437037689e+01,-1.835413717267023515e+01
-6.721004584145111949e+01,-1.891164077728152293e+01
-6.733778851169546442e+01,-1.947057064485661826e+01
-6.746331345423425319e+01,-2.003078093440603169e+01
-6.758660283672034552e+01,-2.059212408117769399e+01
-6.770763904910278086e+01,-2.115445087370078170e+01
-6.782640470736083671e+01,-2.171761053186391166e+01
-6.794288265719694664e+01,-2.228145078598405604e+01
-6.805705597768751147e+01,-2.284581795682511185e+01
-6.816890798489149006e+01,-2.341055703652122233e+01
-6.827842223541557587e+01,-2.397551177036011794e+01
-6.838558252993483677e+01,-2.454052473938334344e+01
-6.849037291666937222e+01,-2.510543744375809183e+01
-6.859277769481458620e+01,-2.567009038687249500e+01
-6.869278141792598547e+01,-2.623432316011337662e+01
-6.879036889725634296e+01,-2.679797452827358839e+01
-6.888552520504596544e+01,-2.736088251555056061e+01
-6.897823567776396203e+01,-2.792288449207863366e+01
-6.906848591930105385e+01,-2.848381726095897193e+01
-6.915626180411250346e+01,-2.904351714572984022e+01
-6.924154948031083734e+01,-2.960182007823548389e+01
-6.932433537270756574e+01,-3.015856168684312877e+01
-6.940460618580351593e+01,-3.071357738495890644e+01
-6.948234890672665642e+01,-3.126670245979729046e+01
-6.955755080811749735e+01,-3.181777216135040121e+01
-6.963019945096091590e+01,-3.236662179151506535e+01
-6.970028268736385257e+01,-3.291308679332090747e+01
-6.976778866327879314e+01,-3.345700284021791759e+01
-6.983270582117165759e+01,-3.399820592536799779e+01
-6.989502290263452267e+01,-3.453653245089727619e+01
-6.995472895094164301e+01,-3.507181931705437705e+01
-7.001181331354882786e+01,-3.560390401123077453e+01
-7.006626564453570438e+01,-3.613262469679035860e+01
-7.011807590698985848e+01,-3.665782030166192840e+01
-7.016723437533283914e+01,-3.717933060664353206e+01
-7.021373163758738656e+01,-3.769699633337199884e+01
-7.025755859758507427e+01,-3.821065923190843705e+01
-7.029870647711464926e+01,-3.872016216789008780e+01
-7.033716681800966342e+01,-3.922534920920298163e+01
-7.037293148417580824e+01,-3.972606571212492099e+01
-7.040599266355695818e+01,-4.022215840689371902e+01
-7.043634287003970940e+01,-4.071347548265010374e+01
-7.046397494529614391e+01,-4.119986667171251327e+01
-7.048888206056399497e+01,-4.168118333313253743e+01
-7.051105771836445513e+01,-4.215727853548936110e+01
-7.053049575415654715e+01,-4.262800713887219928e+01
-7.054719033792827076e+01,-4.309322587601135979e+01
-7.056113597572397111e+01,-4.355279343250629864e+01
-7.057232751110745994e+01,-4.400657052611198594e+01
-7.058076012656084686e+01,-4.445441998503498837e+01
-7.058642934481842701e+01,-4.489620682519874606e+01
-7.058933103013575305e+01,-4.533179832643403273e+01
-7.058946138949323768e+01,-4.576106410755020448e+01
-7.058681697373413044e+01,-4.618387620025075080e+01
-7.058139467863674099e+01,-4.660010912184367271e+01
-7.057319174592049649e+01,-4.700963994671531054e+01
-7.056220576418567703e+01,-4.741234837651943934e+01
-7.054843466978663002e+01,-4.780811680904844962e+01
-7.053187674763819359e+01,-4.819683040574381749e+01
-7.051253063195517257e+01,-4.857837715781049326e+01
-7.049039530692473932e+01,-4.895264795089759247e+01
-7.046547010731151772e+01,-4.931953662830758844e+01
-7.043775471899513718e+01,-4.967894005270018454e+01
-7.040724917944035610e+01,-5.003075816625565864e+01
-7.037395387809945646e+01,-5.037489404926230918e+01
-7.033786955674665364e+01,-5.071125397709685245e+01
-7.029899730974476313e+01,-5.103974747556440406e+01
-7.025733858424391087e+01,-5.136028737456592808e+01
-7.021289518031188948e+01,-5.167278986006472508e+01
-7.016566925099677121e+01,-5.197717452431963636e+01
-7.011566330232092525e+01,-5.227336441435912207e+01
-7.006288019320729177e+01,-5.256128607866529023e+01
-7.000732313533697493e+01,-5.284086961204427269e+01
-6.994899569293893649e+01,-5.311204869865434830e+01
-6.988790178251136354e+01,-5.337476065316871399e+01
-6.982404567247478155e+01,-5.362894646004845356e+01
-6.975743198275708323e+01,-5.387455081090269715e+01
-6.968806568431047310e+01,-5.411152213991381643e+01
-6.961595209856020006e+01,-5.433981265730827914e+01
-6.954109689678564621e+01,-5.455937838085129954e+01
-6.946350609943318943e+01,-5.477017916534826725e+01
-6.938318607536142224e+01,-5.497217873013485701e+01
-6.930014354101885488e+01,-5.516534468453805573e+01
-6.921438555955388949e+01,-5.534964855129546635e+01
-6.912591953985753435e+01,-5.552506578791447822e+01
-6.903475323553884380e+01,-5.569157580596233004e+01
-6.894089474383335414e+01,-5.584916198827123424e+01
-6.884435250444457211e+01,-5.599781170404991570e+01
-6.874513529831894232e+01,-5.613751632189045893e+01
-6.864325224635412326e+01,-5.626827122066189446e+01
-6.853871280804126798e+01,-5.639007579828322747e+01
-6.843152678004119593e+01,-5.650293347836880997e+01
-6.832170429469479700e+01,-5.660685171474086985e+01
-6.820925581846800867e+01,-5.670184199380535972e+01
-6.809419215033155126e+01,-5.678791983478729577e+01
-6.797652442007583318e+01,-5.686510478782414424e+01
-6.785626408656096942e+01,-5.693342042991645258e+01
-6.773342293590302177e+01,-5.699289435873564003e+01
-6.760801307959559381e+01,-5.704355818429129954e+01
-6.748004695256847185e+01,-5.708544751845944631e+01
-6.734953731118235964e+01,-5.711860196237693543e+01
-6.721649723116141217e+01,-5.714306509170583581e+01
-6.708094010546241748e+01,-5.715888443977445377e+01
-6.694287964208257335e+01,-5.716611147860224662e+01
-6.680232986180503474e+01,-5.716480159781671233e+01
-6.665930509588348229e+01,-5.715501408147233775e+01
-6.651381998366554171e+01,-5.713681208278155310e+01
-6.636588947015576423e+01,-5.711026259676999217e+01
-6.621552880351907788e+01,-5.707543643086907537e+01
-6.606275353252374316e+01,-5.703240817345925251e+01
-6.590757950392649889e+01,-5.698125616037992103e+01
-6.575002285979783778e+01,-5.692206243942147381e+01
-6.559010003479043860e+01,-5.685491273281749613e+01
-6.542782775334890744e+01,-5.677989639775464070e+01
-6.526322302686349985e+01,-5.669710638492097132e+01
-6.509630315076664431e+01,-5.660663919511164011e+01
-6.492708570157373060e+01,-5.650859483391513294e+01
-6.475558853386860392e+01,-5.640307676450153451e+01
-6.458182977723419071e+01,-5.629019185853685769e+01
-6.440582783312861181e+01,-5.617005034524856910e+01
-6.422760137170809003e+01,-5.604276575866704491e+01
-6.404716932859651024e+01,-5.590845488307077460e+01
-6.386455090160244197e+01,-5.576723769666167385e+01
-6.367976554738480388e+01,-5.561923731350037059e+01
-6.349283297806651660e+01,-5.546457992372993573e+01
-6.330377315779881542e+01,-5.530339473211963508e+01
-6.311260629927417654e+01,-5.513581389495879392e+01
